experiment_id,experiment_date,material_a_ratio,material_b_ratio,temperature,pressure,tensile_strength,elongation,hardness,result_grade
EXP-01098,2025-12-11,0.53,0.47,225,79,44.2,13.4,76,B
EXP-01099,2025-01-19,0.61,0.39,214,65,42.1,17.6,77,B
EXP-01100,2025-07-17,0.21,0.79,220,100,42.5,23.1,69,B
EXP-01101,2025-08-07,0.54,0.46,230,100,46.5,14.3,84,B
EXP-01102,2025-08-03,0.26,0.74,220,36,38.4,19.3,66,B
EXP-01103,2026-02-24,0.78,0.22,217,35,45.9,15.7,76,B
EXP-01104,2025-03-10,0.77,0.23,188,66,61.8,9.6,86,A
EXP-01105,2025-05-20,0.44,0.56,193,88,47.7,16.0,71,B
EXP-01106,2025-03-24,0.87,0.13,210,66,50.8,12.7,85,A
EXP-01107,2025-04-22,0.88,0.12,235,45,42.9,13.9,78,B
EXP-01108,2026-02-18,0.2,0.8,215,69,40.0,23.9,62,C
EXP-01109,2026-03-05,0.39,0.61,249,96,41.7,18.6,71,B
EXP-01110,2025-01-21,0.58,0.42,218,41,43.2,17.1,71,B
EXP-01111,2025-10-16,0.17,0.83,191,61,39.5,23.6,67,B
EXP-01112,2025-04-17,0.41,0.59,208,75,45.8,12.3,73,B
EXP-01113,2025-03-29,0.31,0.69,212,57,40.5,22.0,66,B
EXP-01114,2025-05-14,0.86,0.14,237,33,43.2,12.4,80,B
EXP-01115,2025-03-30,0.43,0.57,175,77,47.7,17.4,66,B
EXP-01116,2025-08-12,0.71,0.29,175,82,54.7,14.8,86,A
EXP-01117,2026-03-30,0.41,0.59,170,76,45.3,16.7,65,B
EXP-01118,2025-09-25,0.21,0.79,155,77,35.4,21.4,65,C
EXP-01119,2025-11-26,0.79,0.21,218,76,46.9,12.9,85,B
EXP-01120,2025-08-13,0.1,0.9,247,53,34.2,20.8,63,C
EXP-01121,2025-01-07,0.14,0.86,211,31,37.7,26.7,60,C
EXP-01122,2025-02-08,0.39,0.61,156,100,45.8,17.3,77,B
EXP-01123,2025-05-03,0.65,0.35,186,44,52.7,16.0,82,A
EXP-01124,2025-04-22,0.37,0.63,241,88,38.5,19.1,82,B
EXP-01125,2026-01-19,0.15,0.85,155,68,33.9,23.4,65,C
EXP-01126,2026-01-20,0.35,0.65,211,68,41.6,20.9,70,B
EXP-01127,2026-01-25,0.3,0.7,194,31,40.2,17.7,63,C
EXP-01128,2025-10-18,0.1,0.9,242,100,39.8,21.9,66,B
EXP-01129,2025-09-11,0.53,0.47,201,67,46.1,17.7,77,B
EXP-01130,2025-10-24,0.19,0.81,207,88,37.9,21.3,74,C
EXP-01131,2025-07-05,0.33,0.67,222,85,47.1,16.6,63,C
EXP-01132,2025-11-02,0.61,0.39,232,39,47.2,17.0,73,B
EXP-01133,2025-12-29,0.68,0.32,202,97,50.2,15.9,91,A
EXP-01134,2025-12-14,0.31,0.69,222,71,44.3,21.7,72,B
EXP-01135,2025-10-07,0.36,0.64,231,43,35.2,19.5,69,C
EXP-01136,2025-01-27,0.3,0.7,203,71,40.1,18.8,63,C
EXP-01137,2025-11-27,0.87,0.13,222,73,50.4,10.2,90,A
EXP-01138,2025-06-17,0.25,0.75,186,76,40.8,21.7,73,B
EXP-01139,2025-12-06,0.25,0.75,185,52,41.6,17.6,66,B
EXP-01140,2025-09-04,0.46,0.54,150,96,43.4,15.1,76,B
EXP-01141,2026-02-06,0.25,0.75,217,46,39.6,19.2,66,B
EXP-01142,2025-06-04,0.23,0.77,175,64,37.9,19.5,62,C
EXP-01143,2026-03-01,0.18,0.82,232,89,38.7,23.4,64,C
EXP-01144,2026-01-21,0.61,0.39,246,35,40.0,18.5,77,B
EXP-01145,2025-05-31,0.59,0.41,238,58,37.9,16.8,81,C
EXP-01146,2025-08-09,0.62,0.38,177,64,50.8,13.2,75,B
EXP-01147,2025-08-31,0.72,0.28,215,84,50.7,7.5,80,A
EXP-01148,2025-12-17,0.36,0.64,225,85,39.1,18.8,70,B
EXP-01149,2025-11-11,0.83,0.17,201,86,55.2,12.6,89,A
EXP-01150,2026-01-24,0.69,0.31,201,55,50.0,12.1,74,B
EXP-01151,2025-06-18,0.74,0.26,194,64,53.8,9.3,87,A
EXP-01152,2025-08-19,0.68,0.32,181,31,55.4,14.3,73,B
EXP-01153,2025-07-16,0.39,0.61,207,88,50.4,13.8,76,B
EXP-01154,2026-02-19,0.33,0.67,250,51,28.3,26.3,65,C
EXP-01155,2025-05-20,0.44,0.56,172,63,45.4,22.8,75,B
EXP-01156,2025-09-25,0.18,0.82,154,78,40.2,20.9,70,B
EXP-01157,2025-02-24,0.46,0.54,155,85,42.6,20.1,70,B
EXP-01158,2026-01-23,0.13,0.87,208,36,37.8,19.0,57,C
EXP-01159,2025-06-25,0.1,0.9,177,84,41.8,18.0,65,B
EXP-01160,2025-06-05,0.85,0.15,196,56,52.7,9.1,82,A
EXP-01161,2025-09-23,0.65,0.35,246,59,41.9,17.6,82,B
EXP-01162,2025-08-16,0.55,0.45,157,39,48.9,14.8,70,B
EXP-01163,2026-01-22,0.37,0.63,167,80,38.8,19.3,76,B
EXP-01164,2025-08-31,0.56,0.44,171,63,46.4,12.9,78,B
EXP-01165,2025-08-24,0.81,0.19,196,37,53.3,10.7,79,A
EXP-01166,2025-02-17,0.62,0.38,220,40,48.2,13.1,78,A
EXP-01167,2025-01-11,0.58,0.42,168,81,51.2,12.0,73,B
EXP-01168,2025-07-01,0.47,0.53,160,37,42.2,15.6,69,B
EXP-01169,2026-04-01,0.38,0.62,158,67,41.2,19.2,68,B
EXP-01170,2026-02-23,0.66,0.34,230,79,40.7,14.7,81,B
EXP-01171,2025-10-14,0.88,0.12,152,94,55.3,9.6,89,A
EXP-01172,2025-10-15,0.44,0.56,213,41,41.2,14.7,70,B
EXP-01173,2025-06-28,0.41,0.59,208,51,42.2,19.2,70,B
EXP-01174,2025-03-22,0.44,0.56,160,40,44.2,17.8,70,B
EXP-01175,2025-01-04,0.44,0.56,205,92,46.4,16.2,78,B
EXP-01176,2025-06-04,0.89,0.11,178,72,60.1,8.4,90,A
EXP-01177,2025-05-25,0.67,0.33,202,99,54.4,13.8,80,A
EXP-01178,2025-03-29,0.39,0.61,163,33,40.8,16.0,69,B
EXP-01179,2025-04-29,0.4,0.6,217,80,43.7,18.0,68,B
EXP-01180,2025-01-12,0.44,0.56,230,32,36.2,17.1,57,C
EXP-01181,2025-10-05,0.13,0.87,150,37,33.7,23.8,67,C
EXP-01182,2026-02-27,0.52,0.48,203,60,49.8,14.3,71,B
EXP-01183,2025-11-12,0.75,0.25,215,56,47.0,13.4,79,B
EXP-01184,2025-07-24,0.63,0.37,150,55,41.9,17.8,70,B
EXP-01185,2025-07-11,0.26,0.74,223,34,34.3,23.7,61,C
EXP-01186,2025-05-21,0.68,0.32,204,68,51.4,15.0,81,A
EXP-01187,2025-03-06,0.68,0.32,180,54,55.3,10.8,79,A
EXP-01188,2025-09-30,0.31,0.69,198,100,45.2,19.7,69,B
EXP-01189,2025-09-16,0.6,0.4,218,86,40.7,17.8,79,B
EXP-01190,2025-01-04,0.59,0.41,214,60,48.4,13.8,78,A
EXP-01191,2025-07-09,0.77,0.23,228,84,47.2,13.4,87,B
EXP-01192,2025-05-07,0.21,0.79,153,70,39.0,20.9,67,B
EXP-01193,2025-03-19,0.26,0.74,229,65,37.6,23.9,71,C
EXP-01194,2025-11-17,0.49,0.51,153,95,41.4,19.3,79,B
EXP-01195,2025-08-28,0.14,0.86,215,71,36.5,22.0,70,C
EXP-01196,2025-10-16,0.43,0.57,185,64,44.1,16.7,71,B
EXP-01197,2025-11-22,0.73,0.27,156,70,48.9,14.9,85,A
EXP-01198,2026-03-24,0.22,0.78,219,85,36.3,24.6,72,C
EXP-01199,2026-01-02,0.47,0.53,205,82,42.7,18.1,70,B
EXP-01200,2025-10-10,0.89,0.11,217,68,55.1,10.9,89,A
EXP-01201,2026-02-05,0.5,0.5,187,42,50.0,17.6,69,B
EXP-01202,2025-08-06,0.5,0.5,178,75,48.7,15.0,72,B
EXP-01203,2026-03-26,0.55,0.45,213,60,43.8,16.5,74,B
EXP-01204,2025-12-14,0.25,0.75,171,96,38.7,21.9,73,B
EXP-01205,2025-10-24,0.22,0.78,232,94,36.5,21.0,64,C
EXP-01206,2026-02-16,0.64,0.36,218,30,48.0,17.6,74,B
EXP-01207,2025-08-23,0.42,0.58,250,100,37.6,18.6,77,C
EXP-01208,2025-11-25,0.33,0.67,152,93,43.4,18.8,78,B
EXP-01209,2025-05-10,0.13,0.87,209,94,39.8,25.6,65,B
EXP-01210,2026-03-16,0.78,0.22,206,65,56.6,6.5,88,A
EXP-01211,2025-10-12,0.13,0.87,236,49,37.7,22.8,63,C
EXP-01212,2025-12-23,0.7,0.3,192,73,55.9,9.9,82,A
EXP-01213,2025-07-30,0.41,0.59,244,92,35.9,20.1,81,C
EXP-01214,2026-01-31,0.58,0.42,174,61,49.5,11.9,84,A
EXP-01215,2025-02-03,0.3,0.7,236,99,40.2,19.2,73,B
EXP-01216,2025-02-22,0.22,0.78,202,48,37.1,21.7,61,C
EXP-01217,2025-08-20,0.53,0.47,245,90,45.7,16.5,81,B
EXP-01218,2025-11-30,0.66,0.34,171,34,47.3,16.0,69,B
EXP-01219,2026-01-05,0.26,0.74,176,89,39.6,15.9,66,B
EXP-01220,2025-07-20,0.45,0.55,206,97,49.6,15.4,83,A
EXP-01221,2025-10-24,0.46,0.54,205,79,44.5,16.7,78,B
EXP-01222,2025-09-10,0.27,0.73,165,74,38.0,20.8,66,B
EXP-01223,2026-03-15,0.55,0.45,215,59,41.9,17.0,88,B
EXP-01224,2025-10-26,0.22,0.78,190,92,38.7,19.5,65,B
EXP-01225,2025-07-10,0.51,0.49,165,38,41.2,14.4,73,B
EXP-01226,2026-03-19,0.19,0.81,201,50,39.4,21.7,60,C
EXP-01227,2025-02-18,0.49,0.51,220,39,39.2,16.4,78,B
EXP-01228,2026-03-25,0.35,0.65,153,49,33.5,22.3,66,C
EXP-01229,2025-03-12,0.46,0.54,242,67,40.9,16.3,73,B
EXP-01230,2025-05-12,0.45,0.55,211,53,41.4,19.5,64,C
EXP-01231,2026-01-10,0.83,0.17,176,59,54.3,10.3,92,A
EXP-01232,2025-12-01,0.49,0.51,225,46,45.7,16.4,69,B
EXP-01233,2026-03-19,0.75,0.25,235,55,45.3,13.4,83,B
EXP-01234,2025-12-08,0.28,0.72,246,65,41.5,18.9,68,B
EXP-01235,2025-10-18,0.38,0.62,229,45,39.0,19.0,66,B
EXP-01236,2025-06-08,0.16,0.84,170,96,41.7,23.3,60,C
EXP-01237,2025-01-03,0.44,0.56,166,93,43.0,14.6,76,B
EXP-01238,2025-02-26,0.63,0.37,171,92,50.2,12.3,82,A
EXP-01239,2025-05-16,0.77,0.23,238,30,40.7,17.2,79,B
EXP-01240,2025-01-19,0.55,0.45,180,65,45.7,17.4,85,B
EXP-01241,2025-08-20,0.61,0.39,183,86,50.6,16.4,84,A
EXP-01242,2025-12-21,0.24,0.76,239,54,32.4,22.8,69,C
EXP-01243,2026-03-16,0.13,0.87,170,46,35.9,20.3,60,C
EXP-01244,2025-08-12,0.73,0.27,191,73,54.4,9.2,78,A
EXP-01245,2026-02-04,0.23,0.77,179,30,38.3,20.6,60,C
EXP-01246,2026-03-26,0.17,0.83,180,73,34.3,24.5,63,C
EXP-01247,2026-01-28,0.85,0.15,210,62,55.6,9.3,85,A
EXP-01248,2025-08-01,0.87,0.13,224,78,56.2,8.8,86,A
EXP-01249,2025-05-29,0.59,0.41,176,78,53.6,13.8,73,B
EXP-01250,2026-03-22,0.4,0.6,153,68,46.7,17.0,77,B
EXP-01251,2025-04-21,0.77,0.23,214,71,51.2,11.1,83,A
EXP-01252,2025-07-07,0.26,0.74,205,31,37.1,19.3,61,C
EXP-01253,2025-02-03,0.44,0.56,216,99,46.2,18.6,74,B
EXP-01254,2025-12-28,0.39,0.61,195,35,42.2,20.5,65,B
EXP-01255,2025-10-24,0.83,0.17,228,99,45.2,11.0,86,B
EXP-01256,2025-02-08,0.84,0.16,213,99,56.8,8.8,85,A
EXP-01257,2025-04-12,0.62,0.38,226,80,45.2,16.6,81,B
EXP-01258,2025-09-11,0.19,0.81,223,82,33.5,20.8,66,C
EXP-01259,2025-09-04,0.49,0.51,200,32,43.3,17.8,72,B
EXP-01260,2026-01-01,0.3,0.7,182,97,42.5,18.6,72,B
EXP-01261,2025-05-02,0.81,0.19,208,67,53.3,8.5,85,A
EXP-01262,2026-02-26,0.21,0.79,214,54,37.6,25.2,65,C
EXP-01263,2025-07-22,0.14,0.86,207,77,41.4,20.5,67,B
EXP-01264,2026-01-11,0.66,0.34,202,67,46.9,15.4,76,B
EXP-01265,2025-04-19,0.46,0.54,184,55,45.3,14.6,76,B
EXP-01266,2025-01-17,0.77,0.23,163,52,46.8,16.4,76,B
EXP-01267,2025-01-26,0.16,0.84,193,38,40.3,25.2,61,C
EXP-01268,2025-06-19,0.74,0.26,239,94,44.3,11.3,81,B
EXP-01269,2026-03-11,0.13,0.87,222,77,35.5,22.7,65,C
EXP-01270,2025-01-23,0.12,0.88,226,50,38.0,25.1,65,B
EXP-01271,2025-06-18,0.47,0.53,224,81,47.3,15.2,78,B
EXP-01272,2025-02-19,0.28,0.72,243,79,42.3,20.3,74,B
EXP-01273,2026-03-01,0.57,0.43,172,39,41.0,13.6,72,B
EXP-01274,2025-11-04,0.12,0.88,222,42,36.0,21.4,64,C
EXP-01275,2025-12-14,0.13,0.87,157,46,35.7,23.6,58,C
EXP-01276,2025-11-22,0.68,0.32,174,37,48.8,12.4,74,B
EXP-01277,2025-10-27,0.27,0.73,152,88,39.6,19.7,72,B
EXP-01278,2025-12-19,0.63,0.37,193,41,54.2,9.4,78,A
EXP-01279,2025-01-04,0.7,0.3,164,87,53.0,13.4,82,A
EXP-01280,2026-01-30,0.15,0.85,189,67,40.5,18.7,67,B
EXP-01281,2025-12-04,0.72,0.28,163,38,48.3,16.4,78,A
EXP-01282,2025-12-04,0.31,0.69,153,89,47.1,16.4,74,B
EXP-01283,2025-06-29,0.41,0.59,198,42,42.2,19.8,65,B
EXP-01284,2026-01-01,0.17,0.83,191,100,35.2,24.1,69,C
EXP-01285,2025-06-24,0.77,0.23,192,30,53.3,9.3,77,B
EXP-01286,2025-01-23,0.55,0.45,184,74,49.4,13.5,79,A
EXP-01287,2026-02-18,0.5,0.5,191,52,51.4,13.7,70,B
EXP-01288,2025-04-17,0.87,0.13,150,67,47.5,11.3,81,B
EXP-01289,2025-02-16,0.37,0.63,198,89,46.1,14.9,66,B
EXP-01290,2025-10-11,0.81,0.19,235,85,43.2,15.0,90,B
EXP-01291,2025-04-17,0.68,0.32,164,49,50.8,11.6,82,A
EXP-01292,2026-01-27,0.84,0.16,164,34,50.6,11.2,72,B
EXP-01293,2025-07-22,0.83,0.17,228,50,47.1,14.6,83,B
EXP-01294,2025-01-03,0.89,0.11,200,87,64.8,7.8,88,A
EXP-01295,2026-03-10,0.21,0.79,175,66,41.9,19.1,71,B
EXP-01296,2025-08-23,0.74,0.26,229,83,44.6,16.3,84,B
EXP-01297,2025-04-30,0.74,0.26,182,65,53.3,12.9,84,A
EXP-01298,2025-11-05,0.62,0.38,211,67,56.3,10.5,77,B
EXP-01299,2025-08-30,0.32,0.68,206,34,45.7,17.1,62,C
EXP-01300,2025-01-14,0.87,0.13,167,31,54.4,12.0,84,A
EXP-01301,2025-12-13,0.26,0.74,226,79,33.4,23.9,74,C
EXP-01302,2025-07-03,0.5,0.5,212,44,47.9,12.6,67,B
EXP-01303,2025-11-16,0.52,0.48,171,55,43.5,14.7,78,B
EXP-01304,2026-02-13,0.23,0.77,226,56,41.2,21.7,61,C
EXP-01305,2025-10-06,0.68,0.32,212,74,47.4,11.6,72,B
EXP-01306,2025-11-03,0.17,0.83,236,96,39.0,23.2,70,B
EXP-01307,2025-04-27,0.65,0.35,232,83,43.5,19.3,84,B
EXP-01308,2025-04-19,0.78,0.22,182,75,54.2,11.7,79,A
EXP-01309,2025-07-09,0.38,0.62,244,89,41.6,16.9,67,B
EXP-01310,2026-01-24,0.67,0.33,153,66,42.0,16.1,78,B
EXP-01311,2025-08-28,0.23,0.77,183,40,45.5,21.1,60,C
EXP-01312,2025-06-08,0.78,0.22,211,64,48.6,12.8,88,A
EXP-01313,2025-12-22,0.86,0.14,204,99,53.9,11.2,91,A
EXP-01314,2026-01-25,0.22,0.78,172,85,41.5,18.8,72,B
EXP-01315,2026-02-16,0.65,0.35,170,54,52.2,11.4,78,A
EXP-01316,2025-05-17,0.5,0.5,228,52,40.9,19.5,79,B
EXP-01317,2025-11-20,0.53,0.47,238,95,39.8,16.3,77,B
EXP-01318,2025-09-27,0.67,0.33,218,36,43.5,10.1,75,B
EXP-01319,2025-07-24,0.49,0.51,203,96,44.5,16.1,73,B
EXP-01320,2025-07-01,0.58,0.42,228,78,45.6,16.1,82,B
EXP-01321,2025-02-22,0.28,0.72,174,87,41.2,22.0,76,B
EXP-01322,2025-05-06,0.4,0.6,247,53,39.1,22.6,73,B
EXP-01323,2025-09-08,0.79,0.21,162,76,52.0,11.7,85,A
EXP-01324,2026-02-09,0.19,0.81,209,53,39.7,22.5,58,C
EXP-01325,2026-01-31,0.58,0.42,184,31,46.7,15.4,72,B
EXP-01326,2025-03-27,0.25,0.75,241,62,34.6,22.8,64,C
EXP-01327,2025-11-06,0.78,0.22,174,99,55.1,10.3,92,A
EXP-01328,2025-02-08,0.56,0.44,214,47,45.0,16.7,72,B
EXP-01329,2025-11-04,0.42,0.58,165,41,42.3,16.7,67,B
EXP-01330,2025-06-05,0.3,0.7,168,95,39.6,24.1,82,B
EXP-01331,2025-07-25,0.45,0.55,192,94,49.9,10.7,81,A
EXP-01332,2025-11-24,0.87,0.13,230,90,46.6,13.5,94,B
EXP-01333,2025-07-13,0.51,0.49,178,99,47.1,16.4,78,B
EXP-01334,2026-01-04,0.48,0.52,220,100,48.5,16.4,75,B
EXP-01335,2025-09-01,0.7,0.3,207,95,48.8,11.0,90,A
EXP-01336,2026-04-01,0.4,0.6,248,98,43.1,14.7,83,B
EXP-01337,2025-10-19,0.44,0.56,180,82,41.8,19.3,70,B
EXP-01338,2025-05-16,0.37,0.63,174,52,37.2,22.8,67,C
EXP-01339,2025-12-20,0.22,0.78,241,62,31.9,23.7,62,C
EXP-01340,2025-07-06,0.67,0.33,183,57,51.9,14.3,81,A
EXP-01341,2025-09-01,0.8,0.2,171,66,54.9,9.6,88,A
EXP-01342,2025-03-04,0.82,0.18,232,79,52.1,11.8,85,A
EXP-01343,2025-02-24,0.8,0.2,232,47,49.9,14.5,80,A
EXP-01344,2025-09-20,0.46,0.54,156,31,43.2,16.8,61,C
EXP-01345,2025-03-27,0.33,0.67,236,72,36.5,23.1,67,C
EXP-01346,2026-03-31,0.61,0.39,213,100,46.6,11.7,89,B
EXP-01347,2026-01-26,0.86,0.14,178,91,59.6,7.3,91,A
EXP-01348,2025-11-16,0.68,0.32,204,30,53.3,13.3,79,A
EXP-01349,2025-12-02,0.5,0.5,174,72,43.1,20.9,74,B
EXP-01350,2025-09-29,0.65,0.35,167,67,52.2,12.9,78,A
EXP-01351,2025-01-28,0.72,0.28,163,60,43.0,12.8,81,B
EXP-01352,2025-06-28,0.84,0.16,166,77,54.2,14.1,88,A
EXP-01353,2025-08-15,0.71,0.29,208,60,50.2,12.6,86,A
EXP-01354,2026-02-22,0.45,0.55,231,94,42.1,19.2,75,B
EXP-01355,2025-04-11,0.32,0.68,199,94,43.5,18.1,73,B
EXP-01356,2025-08-15,0.5,0.5,151,75,40.3,18.2,73,B
EXP-01357,2025-06-06,0.36,0.64,193,62,44.9,16.8,62,C
EXP-01358,2025-03-03,0.85,0.15,225,72,50.4,15.9,90,A
EXP-01359,2025-02-16,0.51,0.49,234,93,46.0,18.5,86,B
EXP-01360,2025-06-16,0.48,0.52,223,51,47.0,19.6,75,B
EXP-01361,2025-02-07,0.38,0.62,187,91,46.0,15.8,76,B
EXP-01362,2025-01-31,0.61,0.39,215,71,44.8,11.8,86,B
EXP-01363,2025-06-09,0.52,0.48,156,34,38.6,17.6,73,B
EXP-01364,2025-04-03,0.2,0.8,191,83,45.2,24.5,72,B
EXP-01365,2025-09-10,0.8,0.2,204,44,57.6,9.1,81,A
EXP-01366,2025-01-09,0.39,0.61,152,66,43.2,20.2,73,B
EXP-01367,2025-05-18,0.45,0.55,151,97,43.3,15.5,78,B
EXP-01368,2025-07-26,0.26,0.74,230,85,41.4,18.3,74,B
EXP-01369,2026-03-16,0.54,0.46,172,79,51.1,14.1,74,B
EXP-01370,2025-10-17,0.66,0.34,162,34,44.1,19.4,77,B
EXP-01371,2026-02-06,0.8,0.2,209,90,54.0,13.0,84,A
EXP-01372,2025-06-06,0.14,0.86,178,53,33.0,19.6,64,C
EXP-01373,2025-07-25,0.88,0.12,248,33,42.4,14.8,91,B
EXP-01374,2025-07-11,0.66,0.34,245,98,48.4,11.6,87,A
EXP-01375,2026-02-09,0.33,0.67,233,43,41.0,18.0,71,B
EXP-01376,2026-03-14,0.26,0.74,180,52,40.0,21.4,69,B
EXP-01377,2026-03-15,0.34,0.66,238,40,29.2,25.6,57,C
EXP-01378,2025-12-09,0.8,0.2,175,74,52.1,14.1,85,A
EXP-01379,2025-08-18,0.33,0.67,174,91,43.2,19.4,75,B
EXP-01380,2025-09-04,0.47,0.53,248,66,38.6,19.4,66,B
EXP-01381,2026-03-24,0.66,0.34,218,91,48.9,16.4,82,A
EXP-01382,2025-05-10,0.8,0.2,158,96,51.8,8.3,88,A
EXP-01383,2025-06-08,0.63,0.37,239,91,42.6,19.6,78,B
EXP-01384,2026-02-14,0.7,0.3,166,41,48.0,12.1,73,B
EXP-01385,2025-06-26,0.24,0.76,218,44,36.9,22.1,69,C
EXP-01386,2025-04-18,0.8,0.2,194,51,53.5,10.0,67,B
EXP-01387,2025-09-13,0.32,0.68,151,75,45.1,16.0,72,B
EXP-01388,2025-05-29,0.2,0.8,229,91,36.8,22.9,74,C
EXP-01389,2026-02-11,0.88,0.12,219,52,44.6,13.3,84,B
EXP-01390,2026-02-19,0.26,0.74,239,77,43.2,19.2,75,B
EXP-01391,2025-05-20,0.21,0.79,211,43,34.6,22.2,61,C
EXP-01392,2025-08-30,0.6,0.4,226,68,47.6,17.8,75,B
EXP-01393,2026-03-25,0.36,0.64,241,85,37.5,24.5,74,C
EXP-01394,2025-12-05,0.21,0.79,248,58,37.3,24.2,63,C
EXP-01395,2025-04-09,0.58,0.42,206,41,46.5,15.8,71,B
EXP-01396,2025-09-27,0.71,0.29,151,59,48.9,10.0,79,A
EXP-01397,2025-10-10,0.73,0.27,184,84,54.1,12.7,81,A
EXP-01398,2025-10-25,0.22,0.78,212,96,38.0,22.7,68,B
EXP-01399,2025-01-12,0.55,0.45,161,73,46.1,17.2,73,B
EXP-01400,2025-05-17,0.75,0.25,161,77,48.7,10.6,86,A
EXP-01401,2026-01-25,0.23,0.77,189,59,34.0,24.2,62,C
EXP-01402,2025-04-21,0.27,0.73,241,95,36.9,24.4,67,C
EXP-01403,2025-05-17,0.1,0.9,182,91,45.9,18.3,62,C
EXP-01404,2025-05-28,0.52,0.48,244,99,36.7,20.2,81,C
EXP-01405,2025-03-22,0.26,0.74,231,91,39.9,18.8,74,B
EXP-01406,2025-03-12,0.68,0.32,180,68,51.0,12.7,84,A
EXP-01407,2025-06-08,0.87,0.13,173,98,62.1,5.8,92,A
EXP-01408,2026-02-03,0.27,0.73,233,73,34.9,21.1,71,C
EXP-01409,2025-01-01,0.62,0.38,226,72,45.8,14.4,79,B
EXP-01410,2025-05-10,0.27,0.73,213,76,42.1,20.5,71,B
EXP-01411,2025-01-28,0.11,0.89,248,43,33.0,25.8,62,C
EXP-01412,2025-09-14,0.71,0.29,160,89,47.1,16.2,82,B
EXP-01413,2025-04-25,0.45,0.55,188,55,45.9,15.4,67,B
EXP-01414,2025-12-28,0.86,0.14,210,76,53.5,11.1,93,A
EXP-01415,2025-09-24,0.53,0.47,157,89,44.2,14.2,80,B
EXP-01416,2025-12-24,0.23,0.77,248,38,37.6,21.2,67,C
EXP-01417,2025-10-17,0.46,0.54,207,51,45.2,16.9,67,B
EXP-01418,2025-07-19,0.26,0.74,181,96,43.6,17.5,71,B
EXP-01419,2026-01-28,0.8,0.2,174,55,53.9,11.9,77,B
EXP-01420,2025-08-06,0.65,0.35,150,76,48.4,13.7,83,A
EXP-01421,2026-03-10,0.37,0.63,209,69,46.4,17.7,69,B
EXP-01422,2026-03-30,0.52,0.48,248,91,40.2,20.2,77,B
EXP-01423,2025-09-26,0.64,0.36,153,66,47.9,13.4,87,B
EXP-01424,2025-11-04,0.73,0.27,191,60,50.8,14.2,84,A
EXP-01425,2025-04-27,0.16,0.84,216,31,28.3,27.8,62,C
EXP-01426,2026-01-07,0.12,0.88,193,63,42.1,23.9,58,C
EXP-01427,2025-11-03,0.19,0.81,215,71,36.8,21.7,59,C
EXP-01428,2026-02-16,0.42,0.58,221,78,43.4,15.8,78,B
EXP-01429,2025-05-02,0.47,0.53,247,85,36.6,17.9,68,C
EXP-01430,2025-12-26,0.21,0.79,211,85,35.4,19.1,67,C
EXP-01431,2025-08-03,0.43,0.57,221,62,39.9,20.1,69,B
EXP-01432,2025-03-26,0.45,0.55,180,35,45.8,18.3,65,B
EXP-01433,2025-03-20,0.19,0.81,165,48,35.1,22.8,61,C
EXP-01434,2025-09-14,0.83,0.17,160,58,49.3,9.2,79,A
EXP-01435,2025-05-26,0.58,0.42,161,99,45.1,14.9,77,B
EXP-01436,2025-02-16,0.41,0.59,233,84,44.7,20.3,76,B
EXP-01437,2025-07-14,0.51,0.49,154,93,47.0,17.0,84,B
EXP-01438,2025-10-25,0.35,0.65,198,100,43.2,20.1,69,B
EXP-01439,2025-05-26,0.78,0.22,211,39,52.5,18.1,80,A
EXP-01440,2026-03-12,0.56,0.44,217,30,43.0,17.2,73,B
EXP-01441,2025-12-22,0.5,0.5,156,70,42.4,13.0,77,B
EXP-01442,2025-08-22,0.83,0.17,236,48,45.7,10.8,81,B
EXP-01443,2026-03-03,0.77,0.23,194,91,58.7,10.3,84,A
EXP-01444,2025-07-17,0.75,0.25,151,63,44.2,14.3,85,B
EXP-01445,2025-03-05,0.28,0.72,163,30,39.1,20.1,64,C
EXP-01446,2025-01-17,0.22,0.78,236,45,43.3,19.5,56,C
EXP-01447,2026-03-04,0.65,0.35,245,54,42.0,14.3,77,B
EXP-01448,2026-03-14,0.47,0.53,225,31,40.8,18.8,69,B
EXP-01449,2025-12-04,0.65,0.35,183,52,50.5,16.1,73,B
EXP-01450,2025-02-16,0.71,0.29,245,68,44.4,18.0,81,B
EXP-01451,2025-05-14,0.34,0.66,177,93,38.7,23.4,76,B
EXP-01452,2025-01-19,0.33,0.67,173,76,47.1,15.7,68,B
EXP-01453,2025-01-24,0.49,0.51,227,36,44.0,16.9,71,B
EXP-01454,2025-04-23,0.32,0.68,182,59,39.8,19.2,64,C
EXP-01455,2025-09-18,0.63,0.37,202,84,50.9,14.6,77,B
EXP-01456,2025-01-30,0.7,0.3,216,56,46.7,13.8,82,B
EXP-01457,2026-03-25,0.48,0.52,166,69,45.3,16.2,79,B
EXP-01458,2025-07-27,0.68,0.32,243,99,44.7,17.7,81,B
EXP-01459,2025-05-01,0.51,0.49,166,39,44.3,16.8,75,B
EXP-01460,2025-08-24,0.67,0.33,250,63,38.1,17.1,79,B
EXP-01461,2025-12-27,0.28,0.72,178,73,39.6,21.1,60,C
EXP-01462,2025-05-23,0.69,0.31,192,86,58.0,12.1,78,A
EXP-01463,2025-01-22,0.67,0.33,175,89,49.9,14.7,86,A
